Time,Confirmed_Transaction
2022-07-07,240385.0
2022-07-08,268331.0
2022-07-09,268331.0
2022-07-10,268331.0
2022-07-11,268331.0
2022-07-12,275378.0
2022-07-13,275378.0
2022-07-14,275378.0
2022-07-15,275378.0
2022-07-16,226638.0
2022-07-17,226638.0
2022-07-18,226638.0
2022-07-19,226638.0
2022-07-20,260195.0
2022-07-21,260195.0
2022-07-22,260195.0
2022-07-23,260195.0
2022-07-24,199919.0
2022-07-25,199919.0
2022-07-26,199919.0
2022-07-27,199919.0
2022-07-28,287254.0
2022-07-29,287254.0
2022-07-30,287254.0
2022-07-31,287254.0
2022-08-01,249610.0
2022-08-02,249610.0
2022-08-03,249610.0
2022-08-04,249610.0
2022-08-05,268463.0
2022-08-06,268463.0
2022-08-07,268463.0
2022-08-08,268463.0
2022-08-09,256233.0
2022-08-10,256233.0
2022-08-11,256233.0
2022-08-12,256233.0
2022-08-13,233308.0
2022-08-14,233308.0
2022-08-15,233308.0
2022-08-16,233308.0
2022-08-17,256127.0
2022-08-18,256127.0
2022-08-19,256127.0
2022-08-20,256127.0
2022-08-21,205435.0
2022-08-22,205435.0
2022-08-23,205435.0
2022-08-24,205435.0
2022-08-25,260460.0
2022-08-26,260460.0
2022-08-27,260460.0
2022-08-28,260460.0
2022-08-29,252235.0
2022-08-30,252235.0
2022-08-31,252235.0
2022-09-01,252235.0
2022-09-02,270588.0
2022-09-03,270588.0
2022-09-04,270588.0
2022-09-05,270588.0
2022-09-06,268125.0
2022-09-07,268125.0
2022-09-08,268125.0
2022-09-09,268125.0
2022-09-10,241936.0
2022-09-11,241936.0
2022-09-12,241936.0
2022-09-13,241936.0
2022-09-14,270309.0
2022-09-15,270309.0
2022-09-16,270309.0
2022-09-17,270309.0
2022-09-18,212396.0
2022-09-19,212396.0
2022-09-20,212396.0
2022-09-21,212396.0
2022-09-22,245794.0
2022-09-23,245794.0
2022-09-24,245794.0
2022-09-25,245794.0
2022-09-26,259311.0
2022-09-27,259311.0
2022-09-28,259311.0
2022-09-29,259311.0
2022-09-30,286672.0
2022-10-01,286672.0
2022-10-02,286672.0
2022-10-03,286672.0
2022-10-04,278744.0
2022-10-05,278744.0
2022-10-06,278744.0
2022-10-07,278744.0
2022-10-08,235498.0
2022-10-09,235498.0
2022-10-10,235498.0
2022-10-11,235498.0
2022-10-12,261196.0
2022-10-13,261196.0
2022-10-14,261196.0
2022-10-15,261196.0
2022-10-16,212919.0
2022-10-17,212919.0
2022-10-18,212919.0
2022-10-19,212919.0
2022-10-20,263986.0
2022-10-21,263986.0
2022-10-22,263986.0
2022-10-23,263986.0
2022-10-24,264486.0
2022-10-25,264486.0
2022-10-26,264486.0
2022-10-27,264486.0
2022-10-28,283035.0
2022-10-29,283035.0
2022-10-30,283035.0
2022-10-31,283035.0
2022-11-01,276192.0
2022-11-02,276192.0
2022-11-03,276192.0
2022-11-04,276192.0
2022-11-05,257198.0
2022-11-06,257198.0
2022-11-07,257198.0
2022-11-08,257198.0
2022-11-09,292265.0
2022-11-10,292265.0
2022-11-11,292265.0
2022-11-12,292265.0
2022-11-13,227644.0
2022-11-14,227644.0
2022-11-15,227644.0
2022-11-16,227644.0
2022-11-17,248465.0
2022-11-18,248465.0
2022-11-19,248465.0
2022-11-20,248465.0
2022-11-21,270779.0
2022-11-22,270779.0
2022-11-23,270779.0
2022-11-24,270779.0
2022-11-25,258341.0
2022-11-26,258341.0
2022-11-27,258341.0
2022-11-28,258341.0
2022-11-29,271512.0
2022-11-30,271512.0
2022-12-01,271512.0
2022-12-02,271512.0
2022-12-03,250951.0
2022-12-04,250951.0
2022-12-05,250951.0
2022-12-06,250951.0
2022-12-07,272328.0
2022-12-08,272328.0
2022-12-09,272328.0
2022-12-10,272328.0
2022-12-11,217788.0
2022-12-12,217788.0
2022-12-13,217788.0
2022-12-14,217788.0
2022-12-15,276713.0
2022-12-16,276713.0
2022-12-17,276713.0
2022-12-18,276713.0
2022-12-19,259096.0
2022-12-20,259096.0
2022-12-21,259096.0
2022-12-22,259096.0
2022-12-23,273926.0
2022-12-24,273926.0
2022-12-25,273926.0
2022-12-26,273926.0
2022-12-27,239359.0
2022-12-28,239359.0
2022-12-29,239359.0
2022-12-30,239359.0
2022-12-31,242325.0
2023-01-01,242325.0
2023-01-02,242325.0
2023-01-03,242325.0
2023-01-04,277936.0
2023-01-05,277936.0
2023-01-06,277936.0
2023-01-07,277936.0
2023-01-08,228488.0
2023-01-09,228488.0
2023-01-10,228488.0
2023-01-11,228488.0
2023-01-12,315980.0
2023-01-13,315980.0
2023-01-14,315980.0
2023-01-15,315980.0
2023-01-16,302804.0
2023-01-17,302804.0
2023-01-18,302804.0
2023-01-19,302804.0
2023-01-20,295822.0
2023-01-21,295822.0
2023-01-22,295822.0
2023-01-23,295822.0
2023-01-24,292970.0
2023-01-25,292970.0
2023-01-26,292970.0
2023-01-27,292970.0
2023-01-28,268849.0
2023-01-29,268849.0
2023-01-30,268849.0
2023-01-31,268849.0
2023-02-01,345561.0
2023-02-02,345561.0
2023-02-03,345561.0
2023-02-04,345561.0
2023-02-05,254113.0
2023-02-06,254113.0
2023-02-07,254113.0
2023-02-08,254113.0
2023-02-09,369499.0
2023-02-10,369499.0
2023-02-11,369499.0
2023-02-12,369499.0
2023-02-13,299329.0
2023-02-14,299329.0
2023-02-15,299329.0
2023-02-16,299329.0
2023-02-17,321260.0
2023-02-18,321260.0
2023-02-19,321260.0
2023-02-20,321260.0
2023-02-21,290457.0
2023-02-22,290457.0
2023-02-23,290457.0
2023-02-24,290457.0
2023-02-25,258413.0
2023-02-26,258413.0
2023-02-27,258413.0
2023-02-28,258413.0
2023-03-01,381932.0
2023-03-02,381932.0
2023-03-03,381932.0
2023-03-04,381932.0
2023-03-05,286638.0
2023-03-06,286638.0
2023-03-07,286638.0
