Time,Mempool_size
2025-03-05,51947941.84375
2025-03-06,32224187.541666668
2025-03-07,32224187.541666668
2025-03-08,32224187.541666668
2025-03-09,25379574.8125
2025-03-10,25379574.8125
2025-03-11,11312832.28125
2025-03-12,11312832.28125
2025-03-13,10046087.598958334
2025-03-14,10046087.598958334
2025-03-15,19328472.651041668
2025-03-16,19328472.651041668
2025-03-17,23255818.541666668
2025-03-18,23255818.541666668
2025-03-19,34184160.265625
2025-03-20,34184160.265625
2025-03-21,34184160.265625
2025-03-22,39049421.041666664
2025-03-23,39049421.041666664
2025-03-24,26722626.614583332
2025-03-25,26722626.614583332
2025-03-26,28515478.583333332
2025-03-27,28515478.583333332
2025-03-28,23711147.677083332
2025-03-29,23711147.677083332
2025-03-30,11739754.817708334
2025-03-31,11739754.817708334
2025-04-01,1724376.5052083333
2025-04-02,1724376.5052083333
2025-04-03,1724376.5052083333
2025-04-04,3027984.1458333335
2025-04-05,3027984.1458333335
2025-04-06,2502080.96875
2025-04-07,2502080.96875
2025-04-08,2418488.8645833335
2025-04-09,2418488.8645833335
2025-04-10,1339332.4791666667
2025-04-11,1339332.4791666667
2025-04-12,1859283.0364583333
2025-04-13,1859283.0364583333
2025-04-14,2809395.5572916665
2025-04-15,2809395.5572916665
2025-04-16,2809395.5572916665
2025-04-17,4461229.770833333
2025-04-18,4461229.770833333
2025-04-19,6339038.307291667
2025-04-20,6339038.307291667
2025-04-21,14814937.020833334
2025-04-22,14814937.020833334
2025-04-23,12749240.088541666
2025-04-24,12749240.088541666
2025-04-25,17141186.354166668
2025-04-26,17141186.354166668
2025-04-27,7712118.645833333
2025-04-28,7712118.645833333
2025-04-29,7712118.645833333
